"recipient_fec_id","recipeint_committee","amount","expended","affiliation","giving_fec_id","giving_committee","fec_file","transaction_id","form_type","purpose","memo"
"C00578302","LOU CORREA FOR CONGRESS",1000,"2019-12-02","DEM","C00024869","GENERAL ELECTRIC COMPANY POLITICAL ACTION COMMITTEE GEPAC",1372040,"F023D487CC9F3C66F7B","SB23","2020 PRIMARY",
"C00575209","ANGIE CRAIG FOR CONGRESS",1000,"2019-12-02","DEM","C00024869","GENERAL ELECTRIC COMPANY POLITICAL ACTION COMMITTEE GEPAC",1372040,"0D7AB85E3E546AE4F55","SB23","2020 PRIMARY",
"C00665752","FRIENDS OF MICHAEL GUEST",1000,"2019-12-02","REP","C00104802","DELTA AIR LINES PAC",1372601,"BE26C9F8CE6F845569D1","SB23","CONTRIBUTION FROM A MULTICANDIDATE COMMITTEE",
"C00546788","JONI FOR IOWA",1000,"2019-12-02","REP","C00024869","GENERAL ELECTRIC COMPANY POLITICAL ACTION COMMITTEE GEPAC",1372040,"60F34349C6B40E038CF","SB23","2020 GENERAL",
"C00573949","JOSH GOTTHEIMER FOR CONGRESS",1000,"2019-12-02","DEM","C00024869","GENERAL ELECTRIC COMPANY POLITICAL ACTION COMMITTEE GEPAC",1372040,"825F20F0F6B26BBB40E","SB23","2020 PRIMARY",
"C00556365","KATKO FOR CONGRESS",1000,"2019-12-02","REP","C00024869","GENERAL ELECTRIC COMPANY POLITICAL ACTION COMMITTEE GEPAC",1372040,"653B7FB4AB03E23CE92","SB23","2020 PRIMARY",
"C00640003","MIKIE SHERRILL FOR CONGRESS",1000,"2019-12-02","DEM","C00024869","GENERAL ELECTRIC COMPANY POLITICAL ACTION COMMITTEE GEPAC",1372040,"FB28070FA13DA875CA9","SB23","2020 PRIMARY",
"C00473132","MCKINLEY FOR CONGRESS",1000,"2019-12-02","REP","C00024869","GENERAL ELECTRIC COMPANY POLITICAL ACTION COMMITTEE GEPAC",1372040,"E8B35D206F4F2997ADD","SB23","2020 PRIMARY",
"C00648493","CASTEN FOR CONGRESS",1000,"2019-12-02","DEM","C00024869","GENERAL ELECTRIC COMPANY POLITICAL ACTION COMMITTEE GEPAC",1372040,"0EE870997878B50B021","SB23","2020 PRIMARY",
"C00582890","TOM OHALLERAN FOR CONGRESS",1000,"2019-12-02","DEM","C00024869","GENERAL ELECTRIC COMPANY POLITICAL ACTION COMMITTEE GEPAC",1372040,"BE6CCE4C7412B98FA2D","SB23","2020 PRIMARY",
"C00390476","CATHY MCMORRIS",1000,"2019-12-02","REP","C00024869","GENERAL ELECTRIC COMPANY POLITICAL ACTION COMMITTEE GEPAC",1372040,"1FCDA8F90B005A2DBDF","SB23","2020 PRIMARY",
"C00238907","THE REED COMMITTEE",1000,"2019-12-02","DEM","C00024869","GENERAL ELECTRIC COMPANY POLITICAL ACTION COMMITTEE GEPAC",1372040,"1C15FFE9BF478270A92","SB23","2020 GENERAL",
"C00590067","CHARLIE CRIST FOR CONGRESS",1000,"2019-12-02","DEM","C00024869","GENERAL ELECTRIC COMPANY POLITICAL ACTION COMMITTEE GEPAC",1372040,"85169111CC19A0D1AA3","SB23","2020 PRIMARY",
"C00405431","DAN LIPINSKI FOR CONGRESS",1000,"2019-12-02","DEM","C00024869","GENERAL ELECTRIC COMPANY POLITICAL ACTION COMMITTEE GEPAC",1372040,"3D23FA4C65F6B0DA6CD","SB23","2020 PRIMARY",
"C00575167","DON BACON FOR CONGRESS",1000,"2019-12-02","REP","C00024869","GENERAL ELECTRIC COMPANY POLITICAL ACTION COMMITTEE GEPAC",1372040,"320E646744058FE836C","SB23","2020 PRIMARY",
"C00720011","SCOTT FITZGERALD FOR CONGRESS",1000,"2019-12-02","REP","C00024869","GENERAL ELECTRIC COMPANY POLITICAL ACTION COMMITTEE GEPAC",1372040,"1DBA4DD45DA316B509A","SB23","2020 PRIMARY",
"C00376673","DUTCH RUPPERSBERGER FOR CONGRESS COMMITTEE",1000,"2019-12-02","DEM","C00024869","GENERAL ELECTRIC COMPANY POLITICAL ACTION COMMITTEE GEPAC",1372040,"5D8800EE6FEF9C7E371","SB23","2020 PRIMARY",
"C00658633","FRIENDS OF BEN MCADAMS",1000,"2019-12-02","DEM","C00024869","GENERAL ELECTRIC COMPANY POLITICAL ACTION COMMITTEE GEPAC",1372040,"CFDC6A9E75DFA7550A3","SB23","2020 CONVENTION",
"C00279851","FRIENDS OF BENNIE THOMPSON",1000,"2019-12-02","DEM","C00024869","GENERAL ELECTRIC COMPANY POLITICAL ACTION COMMITTEE GEPAC",1372040,"2C8D96035B3B284F9EC","SB23","2020 PRIMARY",
"C00680488","FRIENDS OF DENVER RIGGLEMAN INC",1000,"2019-12-02","REP","C00024869","GENERAL ELECTRIC COMPANY POLITICAL ACTION COMMITTEE GEPAC",1372040,"7C3A37322499EB6EF4C","SB23","2020 PRIMARY",
"C00441014","ROB WITTMAN FOR CONGRESS",1000,"2019-12-02","REP","C00024869","GENERAL ELECTRIC COMPANY POLITICAL ACTION COMMITTEE GEPAC",1372040,"792DC9A1D6AE74119A7","SB23","2020 PRIMARY",
"C00238865","FRIENDS OF ROSA DELAURO",1000,"2019-12-02","DEM","C00024869","GENERAL ELECTRIC COMPANY POLITICAL ACTION COMMITTEE GEPAC",1372040,"C16F5DFCC511E6D505D","SB23","2020 CONVENTION",
"C00668228","NEVADANS FOR STEVEN HORSFORD",1000,"2019-12-02","DEM","C00024869","GENERAL ELECTRIC COMPANY POLITICAL ACTION COMMITTEE GEPAC",1372040,"EB99FA416B99590465B","SB23","2020 PRIMARY",
"C00477240","MORGAN GRIFFITH FOR CONGRESS",1000,"2019-12-02","REP","C00024869","GENERAL ELECTRIC COMPANY POLITICAL ACTION COMMITTEE GEPAC",1372040,"37075D89359FFDA41F8","SB23","2020 PRIMARY",
"C00420935","KEVIN MCCARTHY FOR CONGRESS",2500,"2019-12-04","REP","C00039321","PEPSICO INC CONCERNED CITIZENS FUND",1375599,"B7E6E4E8B32EA482A990","SB23","POLITICAL CONTRIBUTION",
"C00371203","JOHN CARTER FOR CONGRESS",2500,"2019-12-04","REP","C00075341","MOTOROLA SOLUTIONS INC POLITICAL ACTION COMMITTEE",1371659,"313EE75F763E28025CB","SB23","2020 PRIMARY",
"C00394957","SCALISE FOR CONGRESS",2500,"2019-12-04","REP","C00075341","MOTOROLA SOLUTIONS INC POLITICAL ACTION COMMITTEE",1371659,"7D29B9CEDFC5BC03AA8","SB23","2020 GENERAL",
"C00457556","QUIGLEY FOR CONGRESS",2500,"2019-12-04","DEM","C00075341","MOTOROLA SOLUTIONS INC POLITICAL ACTION COMMITTEE",1371659,"5320961364C5BAD2E8E","SB23","2020 PRIMARY",
"C00379735","COLE FOR CONGRESS",2000,"2019-12-04","REP","C00227546","MICROSOFT CORPORATION POLITICAL ACTION COMMITTEE",1375413,"50FB019F91D6BDE383C","SB23","2020 PRIMARY",
"C00558486","GARRET GRAVES FOR CONGRESS",1000,"2019-12-04","REP","C00227546","MICROSOFT CORPORATION POLITICAL ACTION COMMITTEE",1375413,"0C215048BB611D249E8","SB23","2020 PRIMARY",
"C00313510","PASCRELL FOR CONGRESS INC",1000,"2019-12-04","DEM","C00075341","MOTOROLA SOLUTIONS INC POLITICAL ACTION COMMITTEE",1371659,"7430D0AF9E1CDEFC776","SB23","2020 PRIMARY",
"C00438697","LATTA FOR CONGRESS",1000,"2019-12-04","REP","C00075341","MOTOROLA SOLUTIONS INC POLITICAL ACTION COMMITTEE",1371659,"CA84B9AC9B64E38EB0E","SB23","2020 PRIMARY",
"C00476820","JOHNSON FOR CONGRESS",1000,"2019-12-04","REP","C00075341","MOTOROLA SOLUTIONS INC POLITICAL ACTION COMMITTEE",1371659,"04C3A4DC6CC99CF1C9E","SB23","2020 PRIMARY",
"C00654079","ANTHONY GONZALEZ FOR CONGRESS",1000,"2019-12-04","REP","C00227546","MICROSOFT CORPORATION POLITICAL ACTION COMMITTEE",1375413,"4C3435FBFCDB0FADD76","SB23","2020 PRIMARY",
"C00661561","BEN CLINE FOR CONGRESS INC",1000,"2019-12-04","REP","C00227546","MICROSOFT CORPORATION POLITICAL ACTION COMMITTEE",1375413,"B91979BB5F24C7F4BA6","SB23","2020 PRIMARY",
"C00573378","BUCK FOR COLORADO",1000,"2019-12-04","REP","C00227546","MICROSOFT CORPORATION POLITICAL ACTION COMMITTEE",1375413,"F21ECE847ADB7B82415","SB23","2020 PRIMARY",
"C00373001","CITIZENS FOR TURNER",1000,"2019-12-04","REP","C00227546","MICROSOFT CORPORATION POLITICAL ACTION COMMITTEE",1375413,"3F6217DC97B6160A726","SB23","2020 PRIMARY",
"C00444471","CITIZENS TO ELECT PHIL ROE TO CONGRESS",1000,"2019-12-04","REP","C00227546","MICROSOFT CORPORATION POLITICAL ACTION COMMITTEE",1375413,"B071A7B47F954AA7654","SB23","2020 PRIMARY",
"C00600718","DAVIDSON FOR CONGRESS",1000,"2019-12-04","REP","C00227546","MICROSOFT CORPORATION POLITICAL ACTION COMMITTEE",1375413,"24119D44F466C29DCF6","SB23","2020 PRIMARY",
"C00547893","ELISE FOR CONGRESS",1000,"2019-12-04","REP","C00227546","MICROSOFT CORPORATION POLITICAL ACTION COMMITTEE",1375413,"D1BFE14F50B824EF6E2","SB23","2020 PRIMARY",
"C00628917","FRIENDS OF DUSTY JOHNSON",1000,"2019-12-04","REP","C00227546","MICROSOFT CORPORATION POLITICAL ACTION COMMITTEE",1375413,"4A35373917DF563C2A4","SB23","2020 PRIMARY",
"C00671891","GREG STEUBE FOR CONGRESS",1000,"2019-12-04","REP","C00227546","MICROSOFT CORPORATION POLITICAL ACTION COMMITTEE",1375413,"E9DA1D21403393765C2","SB23","2020 PRIMARY",
"C00445023","GUTHRIE FOR CONGRESS",1000,"2019-12-04","REP","C00227546","MICROSOFT CORPORATION POLITICAL ACTION COMMITTEE",1375413,"7F5FF55704A3CE672AC","SB23","2020 PRIMARY",
"C00504522","HUDSON FOR CONGRESS",1000,"2019-12-04","REP","C00227546","MICROSOFT CORPORATION POLITICAL ACTION COMMITTEE",1375413,"CC8E5E3BBCF5CDE3333","SB23","2020 PRIMARY",
"C00472704","JAIME FOR CONGRESS",1000,"2019-12-04","REP","C00227546","MICROSOFT CORPORATION POLITICAL ACTION COMMITTEE",1375413,"A64086046E94FA2FABA","SB23","2020 PRIMARY",
"C00310532","KAY GRANGER CAMPAIGN FUND",1000,"2019-12-04","REP","C00227546","MICROSOFT CORPORATION POLITICAL ACTION COMMITTEE",1375413,"E86FFA4238CEBF3D9AE","SB23","2020 PRIMARY",
"C00458877","KINZINGER FOR CONGRESS",1000,"2019-12-04","REP","C00227546","MICROSOFT CORPORATION POLITICAL ACTION COMMITTEE",1375413,"1458E7643C19906BCDF","SB23","2020 PRIMARY",
"C00287912","LUCAS FOR CONGRESS",1000,"2019-12-04","REP","C00227546","MICROSOFT CORPORATION POLITICAL ACTION COMMITTEE",1375413,"5F8BBC96CB2E45C448D","SB23","2020 PRIMARY",
"C00632257","MAST FOR CONGRESS",1000,"2019-12-04","REP","C00227546","MICROSOFT CORPORATION POLITICAL ACTION COMMITTEE",1375413,"B8CAA148A25A6F987F9","SB23","2020 PRIMARY",
"C00561530","MOOLENAAR FOR CONGRESS",1000,"2019-12-04","REP","C00227546","MICROSOFT CORPORATION POLITICAL ACTION COMMITTEE",1375413,"FC0A503769099C2655B","SB23","2020 PRIMARY",
"C00632067","RON ESTES FOR CONGRESS",1000,"2019-12-04","REP","C00227546","MICROSOFT CORPORATION POLITICAL ACTION COMMITTEE",1375413,"6D7DA5206AB7AD1F2CC","SB23","2020 PRIMARY",
"C00301838","STEVE CHABOT FOR CONGRESS",1000,"2019-12-04","REP","C00227546","MICROSOFT CORPORATION POLITICAL ACTION COMMITTEE",1375413,"CD0D344FED9A8B9D88B","SB23","2020 PRIMARY",
"C00552547","ZELDIN FOR CONGRESS",1000,"2019-12-04","REP","C00227546","MICROSOFT CORPORATION POLITICAL ACTION COMMITTEE",1375413,"AB23486090009C8A8B0","SB23","2020 PRIMARY",
"C00412759","VERN BUCHANAN FOR CONGRESS",4000,"2019-12-05","REP","C00063164","MCDONALDS CORPORATION POLITICAL ACTION COMMITTEE",1369673,"13518851","SB23",,
"C00547570","PERDUE FOR SENATE",2500,"2019-12-05","REP","C00063164","MCDONALDS CORPORATION POLITICAL ACTION COMMITTEE",1369673,"13518823","SB23",,
"C00193342","MCCONNELL SENATE COMMITTEE",2500,"2019-12-05","REP","C00063164","MCDONALDS CORPORATION POLITICAL ACTION COMMITTEE",1369673,"13518817","SB23",,
"C00545772","THOM TILLIS COMMITTEE",2500,"2019-12-05","REP","C00063164","MCDONALDS CORPORATION POLITICAL ACTION COMMITTEE",1369673,"13518820","SB23",,
"C00440362","JIM RISCH FOR U S SENATE COMMITTEE",2500,"2019-12-05","REP","C00063164","MCDONALDS CORPORATION POLITICAL ACTION COMMITTEE",1369673,"13519219","SB23",,
"C00458844","MARCO RUBIO FOR US SENATE",2500,"2019-12-05","REP","C00063164","MCDONALDS CORPORATION POLITICAL ACTION COMMITTEE",1369673,"13519218","SB23",,
"C00541862","JASON SMITH FOR CONGRESS",2500,"2019-12-05","REP","C00063164","MCDONALDS CORPORATION POLITICAL ACTION COMMITTEE",1369673,"13518849","SB23",,
"C00226522","RICHARD E NEAL FOR CONGRESS COMMITTEE",2500,"2019-12-05","DEM","C00063164","MCDONALDS CORPORATION POLITICAL ACTION COMMITTEE",1369673,"13518845","SB23",,
"C00629949","ALEX MOONEY FOR CONGRESS",2500,"2019-12-05","REP","C00063164","MCDONALDS CORPORATION POLITICAL ACTION COMMITTEE",1369673,"13518844","SB23",,
"C00503052","JEFFRIES FOR CONGRESS",2500,"2019-12-05","DEM","C00063164","MCDONALDS CORPORATION POLITICAL ACTION COMMITTEE",1369673,"13518840","SB23",,
"C00386748","VIRGINIA FOXX FOR CONGRESS",2500,"2019-12-05","REP","C00063164","MCDONALDS CORPORATION POLITICAL ACTION COMMITTEE",1369673,"13518839","SB23",,
"C00391029","JIM COSTA FOR CONGRESS",2500,"2019-12-05","DEM","C00063164","MCDONALDS CORPORATION POLITICAL ACTION COMMITTEE",1369673,"13518838","SB23",,
"C00546788","JONI FOR IOWA",2500,"2019-12-05","REP","C00063164","MCDONALDS CORPORATION POLITICAL ACTION COMMITTEE",1369673,"13518816","SB23",,
"C00379735","COLE FOR CONGRESS",2500,"2019-12-05","REP","C00063164","MCDONALDS CORPORATION POLITICAL ACTION COMMITTEE",1369673,"13518837","SB23",,
"C00255562","FRIENDS OF JIM CLYBURN",2500,"2019-12-05","DEM","C00063164","MCDONALDS CORPORATION POLITICAL ACTION COMMITTEE",1369673,"13518836","SB23",,
"C00653147","MIKE BRAUN FOR INDIANA",2500,"2019-12-05","REP","C00063164","MCDONALDS CORPORATION POLITICAL ACTION COMMITTEE",1369673,"13518815","SB23",,
"C00508804","SINEMA FOR ARIZONA",2500,"2019-12-05","DEM","C00063164","MCDONALDS CORPORATION POLITICAL ACTION COMMITTEE",1369673,"13518825","SB23",,
"C00546499","MIKE BOST FOR CONGRESS COMMITTEE",2500,"2019-12-05","REP","C00063164","MCDONALDS CORPORATION POLITICAL ACTION COMMITTEE",1369673,"13518830","SB23",,
"C00438713","FRIENDS OF MARK WARNER",2000,"2019-12-05","DEM","C00063164","MCDONALDS CORPORATION POLITICAL ACTION COMMITTEE",1369673,"13518826","SB23",,
"C00491357","STEVE DAINES FOR MONTANA",1500,"2019-12-05","REP","C00063164","MCDONALDS CORPORATION POLITICAL ACTION COMMITTEE",1369673,"13518821","SB23",,
"C00661868","VAN DREW FOR CONGRESS",1000,"2019-12-05","REP","C00063164","MCDONALDS CORPORATION POLITICAL ACTION COMMITTEE",1369673,"13518850","SB23",,
"C00539866","ROBIN KELLY FOR CONGRESS",1000,"2019-12-05","DEM","C00063164","MCDONALDS CORPORATION POLITICAL ACTION COMMITTEE",1369673,"13518841","SB23",,
"C00498873","TONY CARDENAS FOR CONGRESS",1000,"2019-12-05","DEM","C00063164","MCDONALDS CORPORATION POLITICAL ACTION COMMITTEE",1369673,"13518831","SB23",,
"C00458125","JUDY CHU FOR CONGRESS",1000,"2019-12-05","DEM","C00063164","MCDONALDS CORPORATION POLITICAL ACTION COMMITTEE",1369673,"13518834","SB23",,
"C00507368","BEATTY FOR CONGRESS",1000,"2019-12-05","DEM","C00063164","MCDONALDS CORPORATION POLITICAL ACTION COMMITTEE",1369673,"13518829","SB23",,
"C00519355","DONALD M PAYNE JR FOR CONGRESS",1000,"2019-12-05","DEM","C00063164","MCDONALDS CORPORATION POLITICAL ACTION COMMITTEE",1369673,"13518846","SB23",,
"C00476523","KAREN BASS FOR CONGRESS",1000,"2019-12-05","DEM","C00063164","MCDONALDS CORPORATION POLITICAL ACTION COMMITTEE",1369673,"13518828","SB23",,
"C00516666","GRACE FOR NEW YORK",1000,"2019-12-05","DEM","C00063164","MCDONALDS CORPORATION POLITICAL ACTION COMMITTEE",1369673,"13518843","SB23",,
"C00552588","BRENDA LAWRENCE FOR CONGRESS",1000,"2019-12-05","DEM","C00063164","MCDONALDS CORPORATION POLITICAL ACTION COMMITTEE",1369673,"13518842","SB23",,
"C00503110","SCOTT PETERS FOR CONGRESS",1000,"2019-12-05","DEM","C00063164","MCDONALDS CORPORATION POLITICAL ACTION COMMITTEE",1369673,"13518847","SB23",,
"C00451336","RICHMOND FOR CONGRESS",1000,"2019-12-05","DEM","C00063164","MCDONALDS CORPORATION POLITICAL ACTION COMMITTEE",1369673,"13518848","SB23",,
"C00491357","STEVE DAINES FOR MONTANA",1000,"2019-12-05","REP","C00063164","MCDONALDS CORPORATION POLITICAL ACTION COMMITTEE",1369673,"13518822","SB23",,
"C00509968","CARTWRIGHT FOR CONGRESS",1000,"2019-12-05","DEM","C00063164","MCDONALDS CORPORATION POLITICAL ACTION COMMITTEE",1369673,"13518833","SB23",,
"C00546358","ALMA ADAMS FOR CONGRESS",1000,"2019-12-05","DEM","C00063164","MCDONALDS CORPORATION POLITICAL ACTION COMMITTEE",1369673,"13518827","SB23",,
"C00410639","PERLMUTTER FOR CONGRESS",2500,"2019-12-06","DEM","C00365122","VISA INC POLITICAL ACTION COMMITTEE",1372221,"73DAADBB7D7D9E12CA0","SB23","2020 GENERAL",
"C00680488","FRIENDS OF DENVER RIGGLEMAN INC",2500,"2019-12-06","REP","C00364778","BANK OF AMERICA CORPORATION FEDERAL PAC",1371432,"B747374","SB23","CONTRIBUTION",
"C00369033","TEXANS FOR SENATOR JOHN CORNYN INC",2500,"2019-12-06","REP","C00365122","VISA INC POLITICAL ACTION COMMITTEE",1372221,"3092BAA4672A8DDAAFB","SB23","2020 PRIMARY",
"C00545749","EMMER FOR CONGRESS",2500,"2019-12-06","REP","C00365122","VISA INC POLITICAL ACTION COMMITTEE",1372221,"87A240162B9CC8572A4","SB23","2020 PRIMARY",
"C00314575","COLLINS FOR SENATOR",2000,"2019-12-06","REP","C00364778","BANK OF AMERICA CORPORATION FEDERAL PAC",1371432,"B747422","SB23","CONTRIBUTION",
"C00459297","HUIZENGA FOR CONGRESS",2000,"2019-12-06","REP","C00365122","VISA INC POLITICAL ACTION COMMITTEE",1372221,"D9C6B6F3FA966494879","SB23","2020 PRIMARY",
"C00614776","TED BUDD FOR CONGRESS",2000,"2019-12-06","REP","C00365122","VISA INC POLITICAL ACTION COMMITTEE",1372221,"184504133FCE9A5239F","SB23","2020 PRIMARY",
"C00543892","LOUDERMILK FOR CONGRESS",2000,"2019-12-06","REP","C00364778","BANK OF AMERICA CORPORATION FEDERAL PAC",1371432,"B747384","SB23","CONTRIBUTION",
"C00468579","JACKIE WALORSKI",1500,"2019-12-06","REP","C00364778","BANK OF AMERICA CORPORATION FEDERAL PAC",1371432,"B747359","SB23","CONTRIBUTION",
"C00459297","HUIZENGA FOR CONGRESS",1500,"2019-12-06","REP","C00364778","BANK OF AMERICA CORPORATION FEDERAL PAC",1371432,"B747382","SB23","CONTRIBUTION",
"C00588657","TEXANS FOR JODEY ARRINGTON",1000,"2019-12-06","REP","C00364778","BANK OF AMERICA CORPORATION FEDERAL PAC",1371432,"B747360","SB23","CONTRIBUTION",
"C00475392","CHRIS COONS FOR DELAWARE",1000,"2019-12-06","DEM","C00365122","VISA INC POLITICAL ACTION COMMITTEE",1372221,"FC7B0289482C9C78DEB","SB23","2020 PRIMARY",
"C00445023","GUTHRIE FOR CONGRESS",1000,"2019-12-06","REP","C00365122","VISA INC POLITICAL ACTION COMMITTEE",1372221,"C05278F528CE9F2C704","SB23","2020 PRIMARY",
"C00551275","FRENCH HILL FOR ARKANSAS",1000,"2019-12-06","REP","C00365122","VISA INC POLITICAL ACTION COMMITTEE",1372221,"4855519D8C566F86F28","SB23","2020 PRIMARY",
"C00680488","FRIENDS OF DENVER RIGGLEMAN INC",1000,"2019-12-06","REP","C00365122","VISA INC POLITICAL ACTION COMMITTEE",1372221,"1DA4FB486E72419DD65","SB23","2020 PRIMARY",
"C00507368","BEATTY FOR CONGRESS",1000,"2019-12-06","DEM","C00365122","VISA INC POLITICAL ACTION COMMITTEE",1372221,"83E82016BF86524ACC4","SB23","2020 PRIMARY",
"C00467571","ANDY BARR FOR CONGRESS INC",1000,"2019-12-06","REP","C00364778","BANK OF AMERICA CORPORATION FEDERAL PAC",1371432,"B747371","SB23","CONTRIBUTION",
"C00438713","FRIENDS OF MARK WARNER",1000,"2019-12-06","DEM","C00364778","BANK OF AMERICA CORPORATION FEDERAL PAC",1371432,"B747358","SB23","CONTRIBUTION",
"C00620443","STEPHANIE MURPHY FOR CONGRESS",1000,"2019-12-06","DEM","C00364778","BANK OF AMERICA CORPORATION FEDERAL PAC",1371432,"B747361","SB23","CONTRIBUTION",
"C00660555","SYLVIA GARCIA FOR CONGRESS",1000,"2019-12-06","DEM","C00364778","BANK OF AMERICA CORPORATION FEDERAL PAC",1371432,"B747357","SB23","CONTRIBUTION",
"C00314575","COLLINS FOR SENATOR",500,"2019-12-06","REP","C00364778","BANK OF AMERICA CORPORATION FEDERAL PAC",1371432,"B747411","SB23","CONTRIBUTION",
"C00502294","SWALWELL FOR CONGRESS",-1000,"2019-12-06","DEM","C00016683","PFIZER INC PAC",1371999,"B38285F35E61F7E1664","SB23","CK 15031 DATED 4 24 19 RETURNED IN CASHED",
"C00272211","PETE KING FOR CONGRESS COMMITTEE",-1000,"2019-12-09","REP","C00104802","DELTA AIR LINES PAC",1372601,"B7A60761CD2944367ADF","SB23","VOIDED RETURNED CHECK",
"C00545772","THOM TILLIS COMMITTEE",5000,"2019-12-10","REP","C00227546","MICROSOFT CORPORATION POLITICAL ACTION COMMITTEE",1375413,"2C643D7C204ACDA6187","SB23","2020 PRIMARY",
"C00458828","TEAM GRAHAM INC",5000,"2019-12-10","REP","C00227546","MICROSOFT CORPORATION POLITICAL ACTION COMMITTEE",1375413,"4B78EE33A8C14209322","SB23","2020 PRIMARY",
"C00193342","MCCONNELL SENATE COMMITTEE",5000,"2019-12-10","REP","C00369090","THE WENDYS COMPANY POLITICAL ACTION COMMITTEE",1370196,"B7CA38CD18574404D8D5","SB23","POLITICAL CONTRIBUTION",
"C00491357","DAINES",2500,"2019-12-10","REP","C00227546","MICROSOFT CORPORATION POLITICAL ACTION COMMITTEE",1375413,"16C40555EAFA8712560","SB23","2020 PRIMARY",
"C00547976","BEN SASSE FOR US SENATE INC",2500,"2019-12-10","REP","C00227546","MICROSOFT CORPORATION POLITICAL ACTION COMMITTEE",1375413,"34C81CEF33667D2D631","SB23","2020 PRIMARY",
"C00344697","LANGEVIN FOR CONGRESS",2500,"2019-12-10","DEM","C00227546","MICROSOFT CORPORATION POLITICAL ACTION COMMITTEE",1375413,"8BFA260C2F2A854A0AB","SB23","2020 PRIMARY",
"C00721332","DARRELL ISSA FOR CONGRESS",2000,"2019-12-10","REP","C00227546","MICROSOFT CORPORATION POLITICAL ACTION COMMITTEE",1375413,"83FD28D02340B59DCFF","SB23","2020 PRIMARY",
"C00632257","MAST FOR CONGRESS",1500,"2019-12-10","REP","C00227546","MICROSOFT CORPORATION POLITICAL ACTION COMMITTEE",1375413,"CEE40BDCA8B410FD7D3","SB23","2020 PRIMARY",
"C00390476","CATHY MCMORRIS",1500,"2019-12-10","REP","C00227546","MICROSOFT CORPORATION POLITICAL ACTION COMMITTEE",1375413,"13932D01D049E1A8BC4","SB23","2020 PRIMARY",
"C00258475","ANNA ESHOO FOR CONGRESS",1000,"2019-12-10","DEM","C00024869","GENERAL ELECTRIC COMPANY POLITICAL ACTION COMMITTEE GEPAC",1372040,"D998ADB20B157DCEBA8","SB23","2020 PRIMARY",
"C00371302","TEXANS FOR HENRY CUELLAR CONGRESSIONAL COMMITTEE",1000,"2019-12-10","DEM","C00227546","MICROSOFT CORPORATION POLITICAL ACTION COMMITTEE",1375413,"55EF124A1911DB75FE2","SB23","2020 PRIMARY",
"C00330142","LARSON FOR CONGRESS",1000,"2019-12-10","DEM","C00024869","GENERAL ELECTRIC COMPANY POLITICAL ACTION COMMITTEE GEPAC",1372040,"8FCB7E04B43D43651CF","SB23","2020 CONVENTION",
"C00464149","MO BROOKS FOR CONGRESS",1000,"2019-12-10","REP","C00024869","GENERAL ELECTRIC COMPANY POLITICAL ACTION COMMITTEE GEPAC",1372040,"3132163F8A5AA3C4DC3","SB23","2020 PRIMARY",
"C00390476","CATHY MCMORRIS",1000,"2019-12-10","REP","C00024869","GENERAL ELECTRIC COMPANY POLITICAL ACTION COMMITTEE GEPAC",1372040,"6ACC541EC86D467DA3A","SB23","2020 PRIMARY",
"C00441014","ROB WITTMAN FOR CONGRESS",1000,"2019-12-10","REP","C00227546","MICROSOFT CORPORATION POLITICAL ACTION COMMITTEE",1375413,"55773D0ACE1066BAC5F","SB23","2020 PRIMARY",
"C00238865","FRIENDS OF ROSA DELAURO",1000,"2019-12-10","DEM","C00227546","MICROSOFT CORPORATION POLITICAL ACTION COMMITTEE",1375413,"9266052362D758597CF","SB23","2020 CONVENTION",
"C00464602","VICKY HARTZLER FOR CONGRESS",1000,"2019-12-10","REP","C00024869","GENERAL ELECTRIC COMPANY POLITICAL ACTION COMMITTEE GEPAC",1372040,"E1A94F9579F2B8EDBE4","SB23","2020 PRIMARY",
"C00653923","VERONICA ESCOBAR FOR CONGRESS",1000,"2019-12-10","DEM","C00024869","GENERAL ELECTRIC COMPANY POLITICAL ACTION COMMITTEE GEPAC",1372040,"A2A513983CA2C3CDFD0","SB23","2020 PRIMARY",
"C00440362","JIM RISCH FOR US SENATE COMMITTEE",1000,"2019-12-10","REP","C00024869","GENERAL ELECTRIC COMPANY POLITICAL ACTION COMMITTEE GEPAC",1372040,"876BE28154BB7653391","SB23","2020 PRIMARY",
"C00504522","HUDSON FOR CONGRESS",1000,"2019-12-10","REP","C00024869","GENERAL ELECTRIC COMPANY POLITICAL ACTION COMMITTEE GEPAC",1372040,"7F0E51E5F50E94DF1F5","SB23","2020 PRIMARY",
"C00558320","DONALD NORCROSS FOR CONGRESS",1000,"2019-12-10","DEM","C00227546","MICROSOFT CORPORATION POLITICAL ACTION COMMITTEE",1375413,"D7B3B56F7F8AAC4333B","SB23","2020 PRIMARY",
"C00502575","DR RAUL RUIZ FOR CONGRESS",1000,"2019-12-10","DEM","C00227546","MICROSOFT CORPORATION POLITICAL ACTION COMMITTEE",1375413,"6F7304BD5F853B83AB3","SB23","2020 PRIMARY",
"C00509968","CARTWRIGHT FOR CONGRESS",1000,"2019-12-10","DEM","C00024869","GENERAL ELECTRIC COMPANY POLITICAL ACTION COMMITTEE GEPAC",1372040,"B5A46728C9873ADDE49","SB23","2020 PRIMARY",
